"ID","FULLNAME","EMAIL","BIRTHDATE_DAY","BIRTHDATE_MONTH","BIRTHDATE_YEAR","COUNTRY_NAME","COUNTRY_ABBREVIATION","DDD","MOBILE_DEVICE_OS","CURRENCY_ID","CURRENCY_NAME","AMOUNT","AVG_AMOUNT_MONTH","USE_ECOMMERCE","LAST_STOCK_BOUGHT_TAG","LAST_STOCK_BOUGHT_NAME","LAST_STOCK_BOUGHT_CATEGORY"
"1557","KYLEN SOPHI","kylen-sophisonnnie@gmail.com.b","28","12","1988","BRASIL","BRA","+55","IOS","US","DOLAR","429589","47965.916666666664","True","ADS.F","ADIDAS"","FITNESS"
"1558","TANITANSY CORABEL","tanitansy-corabelgeorgina@yahoo.com.b","3","3","1990","BRASIL","BRA","+55","OTHER","US","DOLAR","496843","18378.333333333332","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1559","AURLIE KERRIE","aurlie-kerriemarcie@inc.com.a","7","9","1992","ARGENTINA","ARG","+90","IOS","US","DOLAR","430885","64658.0","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1560","CATRINA ROSINA","catrina-rosinaheddie@gmail.com.a","15","1","1988","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","625177","57318.25","False","DIS","THE WALT DISNEY COMPANY","FUN"
"1561","EDY CLARESTA","edy-clarestakarla@gmail.com.u","25","5","1996","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","788787","49324.583333333336","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1562","GEORGINA FEODORA","georgina-feodorarenell@hotmail.com.m","3","1","1983","MEXICO","MEX","+92","IOS","US","DOLAR","104247","64843.083333333336","True","ADDYY","ADIDAS"","FITNESS"
"1563","BABITA GEORGINA","babita-georginaortensia@inc.com.b","24","7","1998","BRASIL","BRA","+55","SANSUNG","US","DOLAR","195535","3169.6666666666665","False","ADDYY","ADIDAS"","FITNESS"
"1564","GILBERTA AMALEA","gilberta-amaleashaylynn@outlook.com.u","28","5","1993","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","65991","29151.166666666668","False","ADDDF","ADIDAS"","FITNESS"
"1565","ISABEL DAGMAR","isabel-dagmarardenia@hotmail.com.m","27","7","1985","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","414144","34104.916666666664","True","NKE","NIKE INC.","FITNESS"
"1566","BECKI ZUZANA","becki-zuzanaisobel@inc.com.m","6","8","1976","MEXICO","MEX","+92","IOS","US","DOLAR","468595","50170.166666666664","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1567","SIDONIA WINNY","sidonia-winnydulcinea@inc.com.a","22","5","1991","ARGENTINA","ARG","+90","XIAOMI","US","DOLAR","49599","33355.416666666664","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1568","ALEJANDRA LANE","alejandra-lanequeenie@inc.com.u","29","12","1990","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","804119","64251.0","False","ADDDF","ADIDAS"","FITNESS"
"1569","CODIE EMELDA","codie-emeldabobette@yahoo.com.a","19","8","1997","ARGENTINA","ARG","+90","OTHER","US","DOLAR","135842","56211.25","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1570","STEFANIE WILOW","stefanie-wilowbertina@gmail.com.u","28","8","1977","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","823487","70016.33333333333","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"1571","ALOYSIA MARYJO","aloysia-maryjoreggi@hotmail.com.m","2","10","2000","MEXICO","MEX","+92","IOS","US","DOLAR","53211","53912.416666666664","False","NKE","NIKE INC.","FITNESS"
"1572","MELONIE EVANGELIA","melonie-evangeliamarti@yahoo.com.u","5","7","1987","UNITED_STATES","USA","+91","OTHER","US","DOLAR","706170","47131.416666666664","False","APPL","APPLE INC.","TECHNOLOGY"
"1573","LOTTA AIDA","lotta-aidadannye@outlook.com.u","3","11","1970","UNITED_STATES","USA","+91","IOS","US","DOLAR","376578","43042.5","False","ADDDF","ADIDAS"","FITNESS"
"1574","SIBLEY CLAUDETTE","sibley-claudetteedna@hotmail.com.a","1","3","1988","ARGENTINA","ARG","+90","OTHER","US","DOLAR","454177","64534.416666666664","True","ADDYY","ADIDAS"","FITNESS"
"1575","VELVET WALLIS","velvet-walliswillow@inc.com.b","26","7","1991","BRASIL","BRA","+55","SANSUNG","US","DOLAR","431375","30332.5","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1576","NORRI RAHAL","norri-rahaldalila@hotmail.com.b","11","11","1984","BRASIL","BRA","+55","SANSUNG","US","DOLAR","292861","49155.666666666664","False","ADS.F","ADIDAS"","FITNESS"
"1577","AILEEN CARYL","aileen-carylrebeka@outlook.com.b","6","3","1978","BRASIL","BRA","+55","OTHER","US","DOLAR","239929","21878.833333333332","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1578","CYNTHY PEGGIE","cynthy-peggiecarmita@yahoo.com.u","20","2","1994","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","605921","21975.083333333332","True","APPL","APPLE INC.","TECHNOLOGY"
"1579","GWENETH VALERIA","gweneth-valeriaida@inc.com.u","6","5","1980","UNITED_STATES","USA","+91","IOS","US","DOLAR","379670","67476.75","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1580","ROSENE LEENA","rosene-leenadorey@gmail.com.b","11","12","2000","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","383433","53212.75","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1581","ORELLA DARYL","orella-darylfilippa@gmail.com.u","26","8","1984","UNITED_STATES","USA","+91","IOS","US","DOLAR","591873","33854.416666666664","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"1582","PRIS CHRYSA","pris-chrysakeriann@yahoo.com.a","24","1","1995","ARGENTINA","ARG","+90","OTHER","US","DOLAR","78841","25264.083333333332","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1583","BLONDELL ANICA","blondell-anicanikolia@outlook.com.a","25","4","1988","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","901095","50323.166666666664","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1584","LATRINA MODESTINE","latrina-modestinefrancesca@inc.com.b","4","3","1974","BRASIL","BRA","+55","IOS","US","DOLAR","328594","35443.583333333336","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1585","BENNI JANENNA","benni-janennasharity@outlook.com.u","4","8","2002","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","4461","66456.83333333333","False","ADDYY","ADIDAS"","FITNESS"
"1586","NADA KESLEY","nada-kesleymoria@yahoo.com.m","21","7","1982","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","209523","69995.41666666667","True","APPL","APPLE INC.","TECHNOLOGY"
"1587","BELL PAULE","bell-paulecami@yahoo.com.m","27","4","1979","MEXICO","MEX","+92","IOS","US","DOLAR","286974","3413.0","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1588","MARA LILLIS","mara-lillisellen@inc.com.u","5","6","1970","UNITED_STATES","USA","+91","OTHER","US","DOLAR","829327","54483.75","False","NKE","NIKE INC.","FITNESS"
"1589","ARDEEN DORTHEA","ardeen-dortheafayina@hotmail.com.u","26","8","1973","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","641325","25184.75","False","ADS.F","ADIDAS"","FITNESS"
"1590","EILEEN MARISSA","eileen-marissabrandice@yahoo.com.u","20","10","1984","UNITED_STATES","USA","+91","IOS","US","DOLAR","221911","81678.16666666667","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1591","LETISHA MAGGI","letisha-maggiandromache@gmail.com.b","4","4","1981","BRASIL","BRA","+55","OTHER","US","DOLAR","721224","28802.333333333332","True","ADS.F","ADIDAS"","FITNESS"
"1592","KIPPIE DACEY","kippie-daceyange@inc.com.m","1","8","1978","MEXICO","MEX","+92","OTHER","US","DOLAR","801982","39248.916666666664","True","APPL","APPLE INC.","TECHNOLOGY"
"1593","MERILEE AYN","merilee-aynnolie@gmail.com.m","20","1","1979","MEXICO","MEX","+92","XIAOMI","US","DOLAR","514","21588.833333333332","True","NKE","NIKE INC.","FITNESS"
"1594","ROZELE ALIZA","rozele-alizaadelaide@yahoo.com.m","30","6","1991","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","702994","27486.083333333332","True","APPL","APPLE INC.","TECHNOLOGY"
"1595","MYRIAM AGGIE","myriam-aggierubie@gmail.com.b","19","10","1995","BRASIL","BRA","+55","SANSUNG","US","DOLAR","134009","77020.5","True","ADSG-U.TI","ADIDAS"","FITNESS"
"1596","GEORGETA CELESTINA","georgeta-celestinasydel@yahoo.com.m","16","3","1984","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","524213","41101.666666666664","True","APPL","APPLE INC.","TECHNOLOGY"
"1597","ANNNORA BETSEY","annnora-betseyfreddy@yahoo.com.u","2","9","1995","UNITED_STATES","USA","+91","IOS","US","DOLAR","88633","80981.75","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1598","MARTELLE GEORGIANNE","martelle-georgianneliv@yahoo.com.u","30","8","2001","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","756901","72332.58333333333","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1599","ANGY NICOLI","angy-nicolidavina@inc.com.m","13","12","1986","MEXICO","MEX","+92","XIAOMI","US","DOLAR","463737","77372.0","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1600","GWYNNE ZUZANA","gwynne-zuzanachelsea@outlook.com.u","7","1","2004","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","914216","57985.833333333336","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1601","MOIRA SYBILLA","moira-sybillamarys@outlook.com.a","2","4","1989","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","708811","80268.08333333333","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1602","TRICIA YELENA","tricia-yelenaadria@hotmail.com.a","14","11","1988","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","880815","31235.25","False","NKE","NIKE INC.","FITNESS"
"1603","HEIDIE SOSANNA","heidie-sosannamadel@inc.com.m","1","10","1980","MEXICO","MEX","+92","IOS","US","DOLAR","44405","81399.5","True","ADDYY","ADIDAS"","FITNESS"
"1604","SALOMI GIUDITTA","salomi-giudittaoralla@inc.com.m","14","2","1974","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","26526","14939.583333333334","False","DIS","THE WALT DISNEY COMPANY","FUN"
"1605","NATALINE LEENA","nataline-leenamarie-ann@hotmail.com.b","17","7","2002","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","362811","81167.16666666667","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1606","MARIELE ELEANORA","mariele-eleanorajessamine@yahoo.com.u","27","10","1972","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","480306","17857.5","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1607","BERRI MILLIE","berri-milliejenn@gmail.com.m","30","11","1995","MEXICO","MEX","+92","OTHER","US","DOLAR","960039","82974.58333333333","True","ADS.F","ADIDAS"","FITNESS"
"1608","LESLIE JESSELYN","leslie-jesselyncorina@inc.com.m","14","3","1987","MEXICO","MEX","+92","IOS","US","DOLAR","416854","14574.666666666666","False","DIS","THE WALT DISNEY COMPANY","FUN"
"1609","WINIFRED SIBYLLE","winifred-sibyllecorrianne@yahoo.com.b","9","4","1971","BRASIL","BRA","+55","XIAOMI","US","DOLAR","982","31692.166666666668","True","ADDYY","ADIDAS"","FITNESS"
"1610","ESMA HONORIA","esma-honoriaophelia@hotmail.com.u","3","5","1979","UNITED_STATES","USA","+91","OTHER","US","DOLAR","765855","4243.583333333333","False","SBUX","STARBUCKS CORPORATION","COFFEE"
"1611","SALOMA SADYE","saloma-sadyejulia@yahoo.com.b","25","5","1974","BRASIL","BRA","+55","SANSUNG","US","DOLAR","327082","45343.5","False","DIS","THE WALT DISNEY COMPANY","FUN"
"1612","HEIDIE ERYN","heidie-erynglen@outlook.com.m","5","6","1970","MEXICO","MEX","+92","XIAOMI","US","DOLAR","984147","17610.083333333332","False","ADDYY","ADIDAS"","FITNESS"
"1613","KALIE FREDDI","kalie-freddicaritta@inc.com.m","15","9","1980","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","112371","2635.1666666666665","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"1614","CORNY TAMARAH","corny-tamarahzoe@inc.com.u","19","5","1972","UNITED_STATES","USA","+91","IOS","US","DOLAR","366645","12784.0","True","ADDYY","ADIDAS"","FITNESS"
"1615","LETHIA ALMETA","lethia-almetaelbertine@inc.com.m","23","9","1994","MEXICO","MEX","+92","XIAOMI","US","DOLAR","432332","44024.75","False","ADDDF","ADIDAS"","FITNESS"
"1616","DOREY KARRIE","dorey-karriehillary@hotmail.com.u","1","7","1988","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","349263","61602.666666666664","False","SBUX","STARBUCKS CORPORATION","COFFEE"
"1617","DION GRIER","dion-grierkaia@inc.com.u","28","11","1979","UNITED_STATES","USA","+91","SANSUNG","US","DOLAR","682894","66895.75","True","NKE","NIKE INC.","FITNESS"
"1618","CELESTYNA TILDIE","celestyna-tildieyolande@outlook.com.m","24","2","1994","MEXICO","MEX","+92","XIAOMI","US","DOLAR","654360","3499.3333333333335","True","ADS.F","ADIDAS"","FITNESS"
"1619","LILLIAN CISSY","lillian-cissyalvina@inc.com.m","15","9","2001","MEXICO","MEX","+92","XIAOMI","US","DOLAR","107935","11904.5","True","NKE","NIKE INC.","FITNESS"
"1620","JENNINE DRUSI","jennine-drusiadan@outlook.com.u","17","4","1987","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","800928","48593.25","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1621","MAIRE PHILLIDA","maire-phillidarhody@gmail.com.m","25","6","1972","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","475430","30247.166666666668","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1622","AG HEPHZIBAH","ag-hephzibahgavrielle@yahoo.com.b","27","7","1997","BRASIL","BRA","+55","IOS","US","DOLAR","770503","57222.5","False","APPL","APPLE INC.","TECHNOLOGY"
"1623","SHERRY PRUDI","sherry-pruditrudi@inc.com.a","24","11","1989","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","144002","43896.75","False","ADDYY","ADIDAS"","FITNESS"
"1624","EMA EVITA","ema-evitahermine@yahoo.com.m","25","11","1988","MEXICO","MEX","+92","SANSUNG","US","DOLAR","96439","62317.583333333336","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1625","COSETTE TEDDIE","cosette-teddienara@yahoo.com.b","26","7","1984","BRASIL","BRA","+55","XIAOMI","US","DOLAR","120608","33876.75","True","ADS.F","ADIDAS"","FITNESS"
"1626","ISIS SHANNAH","isis-shannahguinevere@yahoo.com.a","4","12","1993","ARGENTINA","ARG","+90","XIAOMI","US","DOLAR","318005","57259.666666666664","False","APPL","APPLE INC.","TECHNOLOGY"
"1627","CRISSIE VALERA","crissie-valeradonna@gmail.com.b","18","10","1991","BRASIL","BRA","+55","OTHER","US","DOLAR","78272","48988.666666666664","False","ADDDF","ADIDAS"","FITNESS"
"1628","STARLIN GAVRIELLE","starlin-gavriellelynn@inc.com.b","21","4","1991","BRASIL","BRA","+55","SANSUNG","US","DOLAR","291872","49971.5","False","ADDDF","ADIDAS"","FITNESS"
"1629","INGEBERG WALLY","ingeberg-wallywanda@outlook.com.b","5","3","2004","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","600121","19299.25","False","ADDYY","ADIDAS"","FITNESS"
"1630","CELINA KIMMIE","celina-kimmiemollie@inc.com.b","12","1","1994","BRASIL","BRA","+55","IOS","US","DOLAR","145397","28400.083333333332","True","ADSG-U.TI","ADIDAS"","FITNESS"
"1631","DENNY CHRISTINA","denny-christinaklara@inc.com.m","10","3","1974","MEXICO","MEX","+92","XIAOMI","US","DOLAR","718466","63576.0","False","ADS.F","ADIDAS"","FITNESS"
"1632","BEVERLEE EMLYN","beverlee-emlynkevina@yahoo.com.u","13","6","1993","UNITED_STATES","USA","+91","IOS","US","DOLAR","334740","67258.41666666667","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"1633","MICHAELA MARTA","michaela-martalatrina@hotmail.com.b","16","5","1971","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","851307","17204.166666666668","True","NKE","NIKE INC.","FITNESS"
"1634","ROSAMUND HOPE","rosamund-hopejamie@hotmail.com.b","25","1","1999","BRASIL","BRA","+55","IOS","US","DOLAR","290707","7576.583333333333","True","ADSG-U.TI","ADIDAS"","FITNESS"
"1635","KATH EDEE","kath-edeerobinet@outlook.com.u","6","9","1996","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","875521","22215.416666666668","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1636","VELVET RAFA","velvet-rafahailee@gmail.com.b","8","12","1988","BRASIL","BRA","+55","XIAOMI","US","DOLAR","77313","69626.0","True","ADDYY","ADIDAS"","FITNESS"
"1637","DANITA GRATIA","danita-gratiarianon@hotmail.com.u","3","10","1996","UNITED_STATES","USA","+91","OTHER","US","DOLAR","242099","81251.58333333333","True","NKE","NIKE INC.","FITNESS"
"1638","ABBIE ABBY","abbie-abbysaudra@inc.com.m","5","8","1978","MEXICO","MEX","+92","OTHER","US","DOLAR","83557","34061.083333333336","False","SBUX","STARBUCKS CORPORATION","COFFEE"
"1639","ROSMUNDA DACIE","rosmunda-dacieclarita@outlook.com.m","28","12","1972","MEXICO","MEX","+92","XIAOMI","US","DOLAR","772219","15966.416666666666","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1640","LIVIA LAURIANNE","livia-lauriannejordain@yahoo.com.a","19","2","1972","ARGENTINA","ARG","+90","IOS","US","DOLAR","757351","55758.25","False","ADS.F","ADIDAS"","FITNESS"
"1641","CATLEE ARABELE","catlee-arabelerebe@inc.com.a","16","4","1971","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","999758","16095.25","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1642","STACEY MARYELLEN","stacey-maryellenjanessa@inc.com.b","30","10","1971","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","848407","11824.5","False","DIS","THE WALT DISNEY COMPANY","FUN"
"1643","BINNIE WALY","binnie-walysephira@inc.com.m","1","3","1984","MEXICO","MEX","+92","XIAOMI","US","DOLAR","734796","49204.916666666664","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1644","MERRY ALIDIA","merry-alidiaolly@yahoo.com.m","6","11","1992","MEXICO","MEX","+92","IOS","US","DOLAR","738581","20765.583333333332","True","NKE","NIKE INC.","FITNESS"
"1645","SARENE ARIDATHA","sarene-aridathanevsa@gmail.com.a","14","8","2004","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","749718","45232.416666666664","False","APPL","APPLE INC.","TECHNOLOGY"
"1646","LEANORA VIOLE","leanora-violemagdalena@hotmail.com.b","11","6","1992","BRASIL","BRA","+55","IOS","US","DOLAR","254475","10811.333333333334","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1647","ANIA GINNIFER","ania-ginniferhonor@outlook.com.m","19","7","1988","MEXICO","MEX","+92","XIAOMI","US","DOLAR","54303","21962.833333333332","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1648","SHERRI LOISE","sherri-loisemel@inc.com.a","28","3","1997","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","772090","49264.333333333336","True","NKE","NIKE INC.","FITNESS"
"1649","LAURIE ELFRIEDA","laurie-elfriedaaline@hotmail.com.m","29","2","1998","MEXICO","MEX","+92","SANSUNG","US","DOLAR","281983","22873.833333333332","True","ADDDF","ADIDAS"","FITNESS"
"1650","MATTIE CALIDA","mattie-calidaaime@outlook.com.a","23","5","1998","ARGENTINA","ARG","+90","XIAOMI","US","DOLAR","793359","22847.166666666668","False","NKE","NIKE INC.","FITNESS"
"1651","ANSTICE PHOEBE","anstice-phoebeevey@outlook.com.m","22","4","1989","MEXICO","MEX","+92","OTHER","US","DOLAR","720536","10660.75","False","APPL","APPLE INC.","TECHNOLOGY"
"1652","KATEY URSOLA","katey-ursolacarlyn@hotmail.com.b","25","8","1987","BRASIL","BRA","+55","SANSUNG","US","DOLAR","427127","79261.33333333333","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1653","BROOK REE","brook-reejulianna@yahoo.com.b","19","1","1978","BRASIL","BRA","+55","OTHER","US","DOLAR","154597","35462.166666666664","False","ADDDF","ADIDAS"","FITNESS"
"1654","DOROLISA GINNI","dorolisa-ginnicaryn@inc.com.a","1","7","1989","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","509672","37980.416666666664","False","SBUX","STARBUCKS CORPORATION","COFFEE"
"1655","JOSEPHINA ERMINIA","josephina-erminiaolimpia@hotmail.com.m","5","5","1972","MEXICO","MEX","+92","MOTOROLA","US","DOLAR","27028","67921.91666666667","False","APPL","APPLE INC.","TECHNOLOGY"
"1656","ESTELLE LEILA","estelle-leilagusella@inc.com.a","2","10","1980","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","565749","61783.083333333336","True","ADS.F","ADIDAS"","FITNESS"
"1657","KAILE NYDIA","kaile-nydiaphilippe@gmail.com.m","7","4","1982","MEXICO","MEX","+92","XIAOMI","US","DOLAR","639983","24171.416666666668","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1658","MISHA KYLEN","misha-kylenzonnya@yahoo.com.u","17","4","1970","UNITED_STATES","USA","+91","MOTOROLA","US","DOLAR","917600","75102.25","False","ADDDF","ADIDAS"","FITNESS"
"1659","RAYCHEL STARLENE","raychel-starlenelyndsie@gmail.com.a","19","6","1984","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","458018","10721.083333333334","True","DIS","THE WALT DISNEY COMPANY","FUN"
"1660","CEIL MOLL","ceil-mollabbi@yahoo.com.m","25","11","1977","MEXICO","MEX","+92","XIAOMI","US","DOLAR","917845","58923.833333333336","True","NKE","NIKE INC.","FITNESS"
"1661","MAVRA OLIA","mavra-olianancey@gmail.com.b","9","9","1998","BRASIL","BRA","+55","SANSUNG","US","DOLAR","326759","67682.83333333333","True","ADS.F","ADIDAS"","FITNESS"
"1662","ELAINA GUILLEMETTE","elaina-guillemettecrissie@outlook.com.b","8","11","1987","BRASIL","BRA","+55","XIAOMI","US","DOLAR","908522","4439.5","False","ADS.F","ADIDAS"","FITNESS"
"1663","DAISEY GUI","daisey-guicorie@inc.com.b","18","11","1984","BRASIL","BRA","+55","IOS","US","DOLAR","464687","26000.5","False","APPL","APPLE INC.","TECHNOLOGY"
"1664","SIBELLA KORALLE","sibella-korallekonstanze@inc.com.m","22","7","1976","MEXICO","MEX","+92","OTHER","US","DOLAR","768928","9476.25","False","APPL","APPLE INC.","TECHNOLOGY"
"1665","NOEMI AURELEA","noemi-aureleasibyl@outlook.com.u","21","6","1993","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","778238","20648.0","False","NKE","NIKE INC.","FITNESS"
"1666","ASHLEE MARYBELLE","ashlee-marybellevalenka@outlook.com.m","13","10","1989","MEXICO","MEX","+92","SANSUNG","US","DOLAR","741949","7377.416666666667","True","ADS.F","ADIDAS"","FITNESS"
"1667","CLARIE JOBY","clarie-jobyalmira@inc.com.a","1","11","1985","ARGENTINA","ARG","+90","MOTOROLA","US","DOLAR","993774","54153.0","False","DIS","THE WALT DISNEY COMPANY","FUN"
"1668","LORRY ELMIRA","lorry-elmirasherline@hotmail.com.a","27","1","1979","ARGENTINA","ARG","+90","OTHER","US","DOLAR","991262","67985.08333333333","True","APPL","APPLE INC.","TECHNOLOGY"
"1669","SUZANNE PAPAGENA","suzanne-papagenaceil@inc.com.u","9","5","2002","UNITED_STATES","USA","+91","OTHER","US","DOLAR","168132","38295.0","False","DIS","THE WALT DISNEY COMPANY","FUN"
"1670","DITA LANE","dita-laneanya@inc.com.a","12","2","1981","ARGENTINA","ARG","+90","OTHER","US","DOLAR","549623","8558.833333333334","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1671","SHEILA ZONDA","sheila-zondadoralynn@gmail.com.m","25","1","1993","MEXICO","MEX","+92","SANSUNG","US","DOLAR","127801","39504.583333333336","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1672","ARDINE ANDREI","ardine-andreibren@inc.com.m","2","10","1977","MEXICO","MEX","+92","IOS","US","DOLAR","464292","42320.0","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1673","BERTA HESTIA","berta-hestiaeada@outlook.com.b","21","1","2001","BRASIL","BRA","+55","MOTOROLA","US","DOLAR","636896","76964.41666666667","True","ADS.F","ADIDAS"","FITNESS"
"1674","KYLE ROXANNA","kyle-roxannaanestassia@inc.com.u","16","2","1995","UNITED_STATES","USA","+91","OTHER","US","DOLAR","851630","16537.5","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"1675","LETICIA CASANDRA","leticia-casandrakalina@inc.com.a","21","8","1993","ARGENTINA","ARG","+90","IOS","US","DOLAR","836723","59025.75","True","ADDDF","ADIDAS"","FITNESS"
"1676","ELNORE LIBBY","elnore-libbylesya@gmail.com.a","22","6","1994","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","908435","5257.666666666667","False","DIS","THE WALT DISNEY COMPANY","FUN"
"1677","KARISA CATHARINE","karisa-catharineofella@inc.com.b","24","4","1983","BRASIL","BRA","+55","SANSUNG","US","DOLAR","761074","80675.41666666667","True","SBUX","STARBUCKS CORPORATION","COFFEE"
"1678","MYRANDA VIDA","myranda-vidaginni@outlook.com.u","10","5","1977","UNITED_STATES","USA","+91","OTHER","US","DOLAR","31133","25652.333333333332","False","NKE","NIKE INC.","FITNESS"
"1679","JILLANA JOANA","jillana-joanafifine@outlook.com.u","18","10","1982","UNITED_STATES","USA","+91","OTHER","US","DOLAR","112023","59457.5","False","ADDDF","ADIDAS"","FITNESS"
"1680","INA LAURETTE","ina-lauretteardith@outlook.com.b","4","11","1990","BRASIL","BRA","+55","SANSUNG","US","DOLAR","340458","53582.25","False","ADDDF","ADIDAS"","FITNESS"
"1681","NICOLA KERRIE","nicola-kerriedione@yahoo.com.m","29","9","1977","MEXICO","MEX","+92","SANSUNG","US","DOLAR","224912","74017.75","False","ADSG-U.TI","ADIDAS"","FITNESS"
"1682","TILDY DEINA","tildy-deinaconcordia@gmail.com.b","24","5","1984","BRASIL","BRA","+55","SANSUNG","US","DOLAR","964560","65543.33333333333","True","NKE","NIKE INC.","FITNESS"
"1683","ANNE-CORINNE AURILIA","anne-corinne-auriliababara@yahoo.com.u","18","3","1976","UNITED_STATES","USA","+91","XIAOMI","US","DOLAR","921483","14140.666666666666","True","NKE","NIKE INC.","FITNESS"
"1684","HILDE RODA","hilde-rodamignonne@gmail.com.a","9","2","1999","ARGENTINA","ARG","+90","OTHER","US","DOLAR","900982","68105.75","True","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1685","SALLY MARGALIT","sally-margalitlory@inc.com.a","13","6","1984","ARGENTINA","ARG","+90","XIAOMI","US","DOLAR","659226","27775.833333333332","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
"1686","DALENNA EDDI","dalenna-eddirosabella@inc.com.a","9","12","1970","ARGENTINA","ARG","+90","SANSUNG","US","DOLAR","909755","28683.916666666668","True","APPL","APPLE INC.","TECHNOLOGY"
"1687","CAROL-JEAN INGUNNA","carol-jean-ingunnajanel@yahoo.com.b","1","8","1987","BRASIL","BRA","+55","SANSUNG","US","DOLAR","6698","59499.75","False","BBAS3.SA","BANCO DO BRASIL S.A.","FINANCE"
